chart_id,chart_type,status,question,explanation,operation_spec,feedback,updated_at
9r7co7yl1osn3zg4,simpleLine,pending,How many years have a bigger export value than the average of them?,Calculate the average export value across all years. Compare each year's value against that average. Count the years that exceed it.,"{""ops"": [{""op"": ""average"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Export value in thousand euros""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Export value in thousand euros"", ""operator"": "">"", ""value"": ""ref:n1""}], ""ops3"": [{""op"": ""count"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}}]}",,
a6gnu78mgn3xmqhu,simpleLine,pending,How many years have a lower index score than the average score across the years?,Calculate the average index score across all years. Compare each year's score against that average. Count the years that fall below it.,"{""ops"": [{""op"": ""average"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Index score on a scale from 0 to 100""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Index score on a scale from 0 to 100"", ""operator"": ""<"", ""value"": ""ref:n1""}], ""ops3"": [{""op"": ""count"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}}]}",,
87b7sitfbe4ttuns,stackedBar,pending,How many restaurant types have smaller difference between currently-active and currently-inactive share of respondents than 1.0?,"Treat currently-active as the sum of the Very active and Somewhat active shares, and currently-inactive as the Not active share. Compute the difference between the active sum and the inactive share for each restaurant type. Count the restaurant types where this result is less than 1.0.","{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""group"": [""Very active"", ""Somewhat active""]}, {""op"": ""sum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""field"": ""Share_of_Respondents""}], ""ops2"": [{""op"": ""sum"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Share_of_Respondents"", ""group"": ""Not active""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n2"", ""n3""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n2"", ""targetB"": ""ref:n3"", ""signed"": false}, {""op"": ""compareBool"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n4""], ""sentenceIndex"": 3}, ""operator"": ""<"", ""targetA"": ""ref:n4"", ""targetB"": 1.0}]}",,
2203wq7kgv5ha9fi,groupedBar,pending,Which age group has the highest difference in share between housing status within the groups which have a higher portion on housing status with buying with mortage?,"Filter the age groups to retain only those where the share for ""Buying with mortgage"" exceeds that of ""Own outright"". Calculate the difference between the two housing status shares for each of these remaining groups. Select the age group that yields the maximum difference.","{""ops"": [{""op"": ""pairDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""groupA"": ""Buying with mortgage"", ""groupB"": ""Own outright"", ""seriesField"": ""Housing_Status"", ""by"": ""Age_Group"", ""field"": ""Share_of_Respondents"", ""signed"": true}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""operator"": "">"", ""value"": 0}], ""ops3"": [{""op"": ""findExtremum"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}, ""which"": ""max"", ""field"": ""Share_of_Respondents""}]}",,
20lb7iojghs85r21,groupedBar,pending,Which year has the biggest difference in percentage of respondents between two percentages which is smaller than the other percentage for every year?,Calculate the absolute difference between each possible pair of grades for every year. Compare these differences against the percentage of the remaining third grade in the corresponding year. Identify the pair of grades whose difference is consistently smaller than the third grade's value across all years. Select the year that yields the maximum difference for this specific pair.,"{""ops"": [{""op"": ""range"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Percentage_of_Respondents""}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""which"": ""max"", ""field"": ""Percentage_of_Respondents""}]}",,
1xj7x49epprmpod7,groupedBar,pending,What is the sum of the difference of number of companies from between domestic market and total market which has a bigger difference than the average difference.,Calculate the absolute difference between the total market and domestic market values for each year. Compute the average of these differences across all years. Filter the years to keep only those where the difference exceeds the calculated average. Sum the differences for this filtered set of years.,"{""ops"": [{""op"": ""pairDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""groupA"": ""Total market"", ""groupB"": ""Domestic market"", ""seriesField"": ""Market Type"", ""by"": ""Year"", ""field"": ""Number of companies"", ""absolute"": true}], ""ops2"": [{""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Number of companies""}], ""ops3"": [{""op"": ""filter"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 3}, ""field"": ""Number of companies"", ""operator"": "">"", ""value"": ""ref:n2""}], ""ops4"": [{""op"": ""sum"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 4}, ""field"": ""Number of companies""}]}",,
7iy5s09teyeaybzy,multipleLine,pending,Which year has the closest value with the average value in sum of life expectancy for both genders?,Sum the life expectancy values for both genders for each year. Calculate the average of these yearly sums across all years. Compute the absolute difference between each year's sum and the overall average. Select the year that yields the smallest difference.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""group"": ""female""}], ""ops2"": [{""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Life expectancy at virth in years""}], ""ops3"": [{""op"": ""diffByValue"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 3}, ""targetValue"": ""ref:n2"", ""field"": ""Life expectancy at virth in years"", ""signed"": false}], ""ops4"": [{""op"": ""findExtremum"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 4}, ""which"": ""min"", ""field"": ""Life expectancy at virth in years""}]}",,
9sdl1j9l1fbhwq09,multipleLine,pending,How many years have higher life expectancy than its average for both genders?,Calculate the average life expectancy across all years for the female category. Compute the average life expectancy across all years for the male category. Compare the yearly values for each gender against their respective averages. Count the years where both the female and male values exceed their own averages.,"{""ops"": [{""op"": ""average"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Life expectancy at birth in years"", ""group"": ""female""}], ""ops2"": [{""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Life expectancy at birth in years"", ""group"": ""male""}], ""ops3"": [{""op"": ""filter"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1""], ""sentenceIndex"": 3}, ""field"": ""Life expectancy at birth in years"", ""operator"": "">"", ""value"": ""ref:n1"", ""group"": ""female""}], ""ops4"": [{""op"": ""filter"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3"", ""n2""], ""sentenceIndex"": 4}, ""field"": ""Life expectancy at birth in years"", ""operator"": "">"", ""value"": ""ref:n2"", ""group"": ""male""}, {""op"": ""count"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n4""], ""sentenceIndex"": 4}}]}",,
1g17ep9vho38jvcz,simpleBar,pending,How many continents have a bigger share than the share difference between the continents which have the biggest share and the lowest share?,Find the maximum and minimum share values across all continents. Subtract the minimum share from the maximum share to calculate the difference. Compare the share of each continent against this difference. Count the continents that exceed it.,"{""ops"": [{""op"": ""range"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Share of mobile app developers""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Share of mobile app developers"", ""operator"": "">"", ""value"": ""ref:n1""}], ""ops3"": [{""op"": ""count"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}}]}",,
83hx57gqlkd9sldn,multipleLine,pending,Which year has the 3rd biggest difference between the percentage of bad and good opinion for the years which have more bad opinions than the good ones.,Filter the years to retain only those where the bad opinion percentage exceeds the good opinion percentage. Calculate the difference between the two percentages for each retained year. Sort these differences from largest to smallest. Select the year that corresponds to the third value in this ordered list.,"{""ops"": [{""op"": ""pairDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""groupA"": ""Bad"", ""groupB"": ""Good"", ""seriesField"": ""Opinion"", ""by"": ""Year"", ""field"": ""Percentage"", ""signed"": true}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""operator"": "">"", ""value"": 0}], ""ops3"": [{""op"": ""sort"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}, ""field"": ""Percentage"", ""order"": ""desc""}], ""ops4"": [{""op"": ""nth"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 4}, ""n"": 3, ""from"": ""left""}]}",,
21klhgimadx4zsi9,groupedBar,pending,Which year has the most revenue across all sectors?,Sum the revenue values across all sectors for each year. Find the maximum total revenue among the years. Select the year that corresponds to this highest total.,,,2026-05-25T02:04:25
77xb5ug5lhfmkb74,stackedBar,pending,What is the sum of number of employees from Europe region before 2015?,"Treat ""Europe region"" as the Rest of Europe category. Filter the data to include only the years prior to 2015. Extract the employee numbers for this category across the filtered years. Sum these values.","{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Year"", ""operator"": ""<"", ""value"": ""2015"", ""group"": ""Rest of Europe""}], ""ops2"": [{""op"": ""sum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Number_of_Employees""}]}",,
a7byilpdrc3cbjr4,stackedBar,pending,How many countries have the highest percentage of opinions to keep the same and its following higher opinion is to decrease?,"Find the countries where the ""Keep the same"" opinion holds the highest percentage among the three categories. Filter this subset for countries where the ""Decrease"" opinion has the second-highest percentage. Count the number of countries that meet both criteria.","{""ops"": [{""op"": ""pairDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""groupA"": ""Decrease"", ""groupB"": ""Increase"", ""seriesField"": ""Opinion"", ""by"": ""Country"", ""field"": ""Percentage"", ""signed"": true}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""operator"": "">"", ""value"": 0}], ""ops3"": [{""op"": ""count"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}}]}",,
7mw5410egrxfi2oy,multipleLine,pending,"What is the average of difference in values except for two years which have the biggest opinion value for favorable and unfavorable, respectively?",Find the year with the highest Favorable value and the year with the highest Unfavorable value. Exclude these two years from the dataset. Compute the absolute difference between the Favorable and Unfavorable values for each of the remaining years. Average the resulting differences.,"{""ops"": [{""op"": ""findExtremum"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""which"": ""max"", ""field"": ""Value"", ""group"": ""Favorable""}, {""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 1}, ""which"": ""max"", ""field"": ""Value"", ""group"": ""Unfavorable""}], ""ops2"": [{""op"": ""pairDiff"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [], ""sentenceIndex"": 2}, ""groupA"": ""Favorable"", ""groupB"": ""Unfavorable"", ""seriesField"": ""Opinion"", ""by"": ""Year"", ""field"": ""Value"", ""absolute"": true}], ""ops3"": [{""op"": ""average"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3"", ""n1"", ""n2""], ""sentenceIndex"": 3}, ""field"": ""Value""}]}",,
1hlsoeyqlr1r1n41,simpleBar,pending,How many regions have the smaller revenue than the average of revenue across regions except for the one with the highest revenue?,Find the region with the highest revenue. Calculate the average revenue of all remaining regions excluding that maximum. Compare the revenue of every region against this computed average. Count the regions that fall below it.,"{""ops"": [{""op"": ""findExtremum"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""which"": ""max"", ""field"": ""Revenue in million US dollars""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Revenue in million US dollars"", ""operator"": ""!="", ""value"": ""ref:n1""}, {""op"": ""average"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 2}, ""field"": ""Revenue in million US dollars""}], ""ops3"": [{""op"": ""filter"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n2"", ""n3""], ""sentenceIndex"": 3}, ""field"": ""Revenue in million US dollars"", ""operator"": ""<"", ""value"": ""ref:n3""}, {""op"": ""count"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n4""], ""sentenceIndex"": 3}}]}",,
90tonvacpe7zniv9,stackedBar,pending,Which perception has the biggest share across the royal figures whose gender is female?,Filter the chart to include only the female royal figures. Sum the Share_of_Respondents for each Perception category across these selected figures. Select the Perception category that yields the highest total sum.,,,2026-05-25T02:04:25
ae2xp7bacbbs0kmx,simpleLine,pending,How many months have a lower index than the average of index across the years?,Calculate the average of the index values across all months. Compare each month's index against this computed average. Count the number of months that fall below it.,"{""ops"": [{""op"": ""average"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Index (2010=100)""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Index (2010=100)"", ""operator"": ""<"", ""value"": ""ref:n1""}], ""ops3"": [{""op"": ""count"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}}]}",,
1g95in84ywix6pcf,simpleBar,pending,"Which creator has the 2nd biggest number of subscribers within creators starting with alphabet ""a""?","Filter the creators to include only those whose names begin with the letter ""A"". Sort these filtered creators by their number of subscribers in descending order. Select the creator in the second position of this sorted list.","{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Creator"", ""include"": [""Amixem"", ""Andy""]}], ""ops2"": [{""op"": ""sort"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Number of subscribers in thousands"", ""order"": ""desc""}], ""ops3"": [{""op"": ""nth"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}, ""n"": 2, ""from"": ""left""}]}",,
9r3kyy2jo2o66msh,simpleLine,pending,Which month has the biggest increasing rate in number of femicides comparing with the previous month except for april?,Calculate the difference in the number of femicides between each month and the preceding month. Remove April from the set of candidates. Select the month that exhibits the highest positive difference.,"{""ops"": [{""op"": ""lagDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Number of femicides""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Month"", ""operator"": ""!="", ""value"": ""April""}], ""ops3"": [{""op"": ""findExtremum"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}, ""which"": ""max"", ""field"": ""Number of femicides""}]}",,
1bv05pu9d8jnidty,simpleBar,pending,What is the average value up to before 2026?,Identify the years strictly before 2026. Extract the national debt values for those specific years. Calculate the average of the extracted values.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Year"", ""operator"": ""<"", ""value"": ""2026""}], ""ops2"": [{""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""National debt in billion US dollars""}]}",,
2mi8b2r0oalayl6g,stackedBar,pending,Which year has the smallest sum of golf wear and golf gear?,"Filter the chart to include only the ""Titleist golf gear"" and ""Footjoy golf wear"" categories. Sum the values of these two categories for each year. Select the year that yields the minimum combined total.",,,2026-05-25T02:04:25
82aqt0k0jnbj3irf,simpleLine,pending,Which year is the median number of enterprises?,Sort the number of enterprises across all years in ascending order. Locate the median value within this sorted sequence. Select the year that corresponds to this median number.,"{""ops"": [{""op"": ""sort"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Number of enterprises"", ""order"": ""asc""}], ""ops2"": [{""op"": ""nth"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""n"": 5, ""from"": ""left""}]}",,
1jatwi94v2d8cr9u,groupedBar,pending,What is the difference between the yearly sum of the digital market and the annual sum of the package market?,Sum the values for the Digital market across all years. Aggregate the values for the Package market over the entire period. Subtract the smaller total from the larger one.,"{""ops"": [{""op"": ""sum"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Value in billion US dollars"", ""group"": ""Digital market""}], ""ops2"": [{""op"": ""sum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Value in billion US dollars"", ""group"": ""Package market""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n1"", ""targetB"": ""ref:n2"", ""signed"": false}]}",,
2bhsybiilde28j87,stackedBar,pending,What is the average percentage of non-black races that they answered very interested?,"Identify the ""Very interested"" values for all race categories. Remove the Black category from this group. Compute the average of the remaining share values.","{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Race_Ethnicity"", ""operator"": ""!="", ""value"": ""Black"", ""group"": ""Very interested""}], ""ops2"": [{""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Share_of_Respondents""}]}",,
1bywaj7stsb3060c,simpleBar,pending,What is the average market share for a company with 5 or fewer letters in its name?,Count the number of letters in each Company name. Filter the chart to retain only the companies with five or fewer letters. Extract the Market shares values for this subset. Compute the average of those extracted values.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Company"", ""include"": [""Agorà"", ""Conad"", ""Crai"", ""MD"", ""Selex""]}], ""ops2"": [{""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Market shares""}]}",,
6ah60yba8o7rw0i9,multipleLine,pending,What is the difference between the maximum value of yogurt with additives and the minimum value of yogurt without additives?,Find the maximum value for the Yoghurt with additives category. Get the minimum value for the Yoghurt without additives category. Subtract the second value from the first.,"{""ops"": [{""op"": ""findExtremum"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""which"": ""max"", ""field"": ""Average_Price_Euros"", ""group"": ""Yoghurt with additives""}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 2}, ""which"": ""min"", ""field"": ""Average_Price_Euros"", ""group"": ""Yoghurt without additives""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n1"", ""targetB"": ""ref:n2"", ""signed"": true}]}",,
5p6g89v7l99aes05,multipleLine,pending,What year has the biggest difference between playoff teams and all teams?,Calculate the absolute difference between the Playoff teams and All teams values for each year. Select the year that yields the maximum difference.,"{""ops"": [{""op"": ""pairDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""groupA"": ""Playoff teams"", ""groupB"": ""All teams"", ""seriesField"": ""Team_Group"", ""by"": ""Year"", ""field"": ""Average_Payroll_Million_USD"", ""absolute"": true}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""which"": ""max"", ""field"": ""Average_Payroll_Million_USD""}]}",,
1ce802l2rdg98d7d,simpleBar,pending,Which party has the third most respondents?,Sort the parties based on their share of respondents in descending order. Locate the third position in this ordered sequence. Extract the name of the party at that rank.,"{""ops"": [{""op"": ""sort"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Share of respondents"", ""order"": ""desc""}], ""ops2"": [{""op"": ""nth"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""n"": 3, ""from"": ""left""}]}",,
1hokbw2gmzar9ye8,groupedBar,pending,What's the difference between women over 60 and men under 40?,"Find the percentage for Women in the ""60 years and over"" age group. Get the percentage for Men in the ""18 to 39 years"" age group. Subtract the smaller value from the larger.","{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Group"", ""include"": [""Women""]}, {""op"": ""retrieveValue"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""target"": ""60 years and over"", ""field"": ""Percentage of adults""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Group"", ""include"": [""Men""]}, {""op"": ""retrieveValue"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 2}, ""target"": ""18 to 39 years"", ""field"": ""Percentage of adults""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n2"", ""n4""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n2"", ""targetB"": ""ref:n4"", ""signed"": true}]}",,2026-05-25T01:48:23
5wpw8detqynmqv1s,multipleLine,pending,What is the difference between the maximum value for female victims and the minimum value for male victims?,Find the highest number of victims recorded for the female category. Identify the lowest number of victims recorded for the male category. Calculate the absolute difference between these two extracted values.,"{""ops"": [{""op"": ""findExtremum"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""which"": ""max"", ""field"": ""Number_of_Victims"", ""group"": ""Female""}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 2}, ""which"": ""min"", ""field"": ""Number_of_Victims"", ""group"": ""Male""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n1"", ""targetB"": ""ref:n2"", ""signed"": false}]}",,
8e9wp443ff1i6snq,simpleLine,pending,Which year has the biggest difference in value from the following year?,Compute the absolute difference in the immigration rate between each year and the immediately following year. Find the maximum among these computed differences. Select the starting year associated with that maximum gap.,"{""ops"": [{""op"": ""lagDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Immigration rate per thousand inhabitants"", ""absolute"": true}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""which"": ""max"", ""field"": ""Immigration rate per thousand inhabitants""}]}",,
2n0g3tsz1rsz6fgr,stackedBar,pending,What is the largest average value in the industry when you get the average value for each of the five consecutive years?,Filter the data to isolate the Industry sector values. Compute the average for every rolling window of five consecutive years. Select the maximum among these calculated averages.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""group"": ""Industry""}], ""ops2"": [{""op"": ""rollingWindow"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""window"": 5, ""aggregate"": ""avg"", ""field"": ""Share of total employment"", ""orderField"": ""Year""}], ""ops3"": [{""op"": ""findExtremum"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}, ""which"": ""max"", ""field"": ""Share of total employment""}]}",,
8chfa8n079zpfigi,simpleLine,pending,How many years correspond to a value between 20 and 30?,Check the FIFA World Ranking position for each year. Filter the years where the value falls in the range from 20 to 30 inclusive. Count the remaining years.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""FIFA World Ranking position"", ""operator"": "">="", ""value"": 20}, {""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""field"": ""FIFA World Ranking position"", ""operator"": ""<="", ""value"": 30}], ""ops2"": [{""op"": ""count"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 2}}]}",,2026-05-25T01:39:34
