chart_id,chart_type,op_status,viz_status,question,explanation,operation_spec,op_feedback,viz_feedback,updated_at
0k7bm9iqewnrzj47,simpleBar,pending,pending,Is the average of the top three greater than twice the average of the lowest three?,Sort the bars by “Production in million liters” to pick the three highest and the three lowest values. Calculate the average production of the top three and the average production of the bottom three. Multiply the bottom-three average by two. Compare the top-three average to that doubled value.,"{""ops"": [{""op"": ""sort"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Production in million liters"", ""order"": ""desc""}, {""op"": ""nth"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""n"": [1, 2, 3], ""from"": ""left""}, {""op"": ""average"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 2}, ""field"": ""Production in million liters""}], ""ops2"": [{""op"": ""sort"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [], ""sentenceIndex"": 3}, ""field"": ""Production in million liters"", ""order"": ""asc""}, {""op"": ""nth"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n4""], ""sentenceIndex"": 3}, ""n"": [1, 2, 3], ""from"": ""left""}, {""op"": ""average"", ""id"": ""n6"", ""meta"": {""nodeId"": ""n6"", ""inputs"": [""n5""], ""sentenceIndex"": 3}, ""field"": ""Production in million liters""}, {""op"": ""scale"", ""id"": ""n7"", ""meta"": {""nodeId"": ""n7"", ""inputs"": [""n6""], ""sentenceIndex"": 4}, ""target"": ""ref:n6"", ""factor"": 2}], ""ops3"": [{""op"": ""compareBool"", ""id"": ""n8"", ""meta"": {""nodeId"": ""n8"", ""inputs"": [""n3"", ""n7""], ""sentenceIndex"": 5}, ""operator"": "">"", ""targetA"": ""ref:n3"", ""targetB"": ""ref:n7""}]}",,,
0vfqjaxeiv96ww7g,stackedBar,pending,pending,What is the difference between white and black who answer more than most of all time?,Interpret “more than most of all time” as the “Almost all of the time” discussion-frequency segment. Read the Percentage values for White and Black in that segment from the chart. Subtract the White value from the Black value to get the difference.,"{""ops"": [{""op"": ""retrieveValue"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""target"": ""Black"", ""field"": ""Percentage"", ""group"": ""Almost all of the time""}, {""op"": ""retrieveValue"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 1}, ""target"": ""White"", ""field"": ""Percentage"", ""group"": ""Almost all of the time""}], ""ops2"": [{""op"": ""diff"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 2}, ""targetA"": ""ref:n1"", ""targetB"": ""ref:n2"", ""signed"": true}]}",,,
0opt5fjw2xphdgp2,groupedBar,pending,pending,Which group shows the highest value in the sum of occasionally and infrequently answered?,Locate the bars for each Race/Ethnicity in the “Occasionally (less than once a month)” column and note their values. Retrieve the corresponding values for the same Race/Ethnicity in the “Infrequently (once a year or less)” column. Add the two values for each group. Compare these sums across groups and select the largest.,,,,2026-05-25T02:04:25
25gpdzxh8nu0c0vf,simpleLine,pending,pending,"In average and median values, which one is bigger?",Calculate the average of the Number_of_Fatalities values across all years shown in the chart. Sort the Number_of_Fatalities values and take the middle value to get the median. Compare the computed average and median to determine which is larger.,"{""ops"": [{""op"": ""average"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Number_of_Fatalities""}], ""ops2"": [{""op"": ""sort"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Number_of_Fatalities"", ""order"": ""asc""}, {""op"": ""nth"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 2}, ""n"": 11, ""from"": ""left""}], ""ops3"": [{""op"": ""compareBool"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n1"", ""n3""], ""sentenceIndex"": 3}, ""operator"": "">"", ""targetA"": ""ref:n1"", ""targetB"": ""ref:n3""}]}",,,
20qa83ih1gn6toqt,multipleLine,verified,pending,Which year shows the lowest gap between convenience and price,Extract the Convenience and Price values for each year from the chart. Calculate the absolute difference between those two values within each year. Compare these yearly differences. Select the year with the smallest difference.,"{""ops"": [{""op"": ""pairDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""groupA"": ""Convenience"", ""groupB"": ""Price"", ""seriesField"": ""Metric"", ""by"": ""Year"", ""field"": ""Has a great impact"", ""absolute"": true}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""which"": ""min"", ""field"": ""Has a great impact""}]}",,,2026-05-26T01:34:23.722Z
1gdzafocxmz7rswi,simpleBar,pending,pending,How many years have the lower traffic in petabytes than the difference of two biggest traffics in petabytes.,Sort the bars by the “Traffic in petabytes per month” value to find the two largest traffics. Subtract the second-largest traffic from the largest to get the difference. Compare each year’s traffic against that difference. Count the years whose traffic is lower than the computed difference.,"{""ops"": [{""op"": ""findExtremum"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""which"": ""max"", ""field"": ""Traffic in petabytes per month""}, {""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 1}, ""which"": ""max"", ""field"": ""Traffic in petabytes per month"", ""rank"": 2}], ""ops2"": [{""op"": ""diff"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 2}, ""targetA"": ""ref:n1"", ""targetB"": ""ref:n2"", ""signed"": true}], ""ops3"": [{""op"": ""filter"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 3}, ""field"": ""Traffic in petabytes per month"", ""operator"": ""<"", ""value"": ""ref:n3""}, {""op"": ""count"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n4""], ""sentenceIndex"": 3}}]}",,,
9r7co7yl1osn3zg4,simpleLine,pending,pending,How many years have a bigger export value than the average of them?,Calculate the average of the export values across all years shown in the chart. Compare each year’s export value to that average. Count the years whose export value is greater than the average.,"{""ops"": [{""op"": ""average"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Export value in thousand euros""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Export value in thousand euros"", ""operator"": "">"", ""value"": ""ref:n1""}], ""ops3"": [{""op"": ""count"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}}]}",,,
a6gnu78mgn3xmqhu,simpleLine,pending,pending,How many years have a lower index score than the average score across the years?,Calculate the average of the index scores across all years shown in the chart. Compare each year’s index score to that average. Count the years whose index score falls below the average.,"{""ops"": [{""op"": ""average"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Index score on a scale from 0 to 100""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Index score on a scale from 0 to 100"", ""operator"": ""<"", ""value"": ""ref:n1""}], ""ops3"": [{""op"": ""count"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}}]}",,,
87b7sitfbe4ttuns,stackedBar,pending,pending,How many restaurant types have smaller difference between currently-active and currently-inactive share of respondents than 1.0?,Group the bars by Restaurant_Type. Add the “Very active” and “Somewhat active” segments to get the currently-active share for each restaurant type. Use the “Not active” segment as the currently-inactive share for each restaurant type. Calculate the absolute difference between currently-active and currently-inactive for each restaurant type. Count how many of these differences are less than 1.0.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""group"": [""Very active"", ""Somewhat active""]}, {""op"": ""sum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""field"": ""Share_of_Respondents""}], ""ops2"": [{""op"": ""sum"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Share_of_Respondents"", ""group"": ""Not active""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n2"", ""n3""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n2"", ""targetB"": ""ref:n3"", ""signed"": false}, {""op"": ""compareBool"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n4""], ""sentenceIndex"": 3}, ""operator"": ""<"", ""targetA"": ""ref:n4"", ""targetB"": 1.0}]}",,,
2203wq7kgv5ha9fi,groupedBar,pending,pending,Which age group has the highest difference in share between housing status within the groups which have a higher portion on housing status with buying with mortage?,Filter the age-group panels to those where the “Buying with mortgage” bar is taller than the “Own outright” bar. Calculate the within-panel difference in share between the two housing-status bars for each remaining age group. Compare these differences across the filtered age groups. Select the age group with the largest difference.,"{""ops"": [{""op"": ""pairDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""groupA"": ""Buying with mortgage"", ""groupB"": ""Own outright"", ""seriesField"": ""Housing_Status"", ""by"": ""Age_Group"", ""field"": ""Share_of_Respondents"", ""signed"": true}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""operator"": "">"", ""value"": 0}], ""ops3"": [{""op"": ""findExtremum"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}, ""which"": ""max"", ""field"": ""Share_of_Respondents""}]}",,,
20lb7iojghs85r21,groupedBar,pending,pending,Which year has the biggest difference in percentage of respondents between two percentages which is smaller than the other percentage for every year?,Compute the pairwise differences between the three grade percentages within each year. Keep only the differences where the smaller percentage is subtracted from the larger percentage. Compare these within-year gaps across all years. Select the year with the maximum such gap.,"{""ops"": [{""op"": ""range"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Percentage_of_Respondents""}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""which"": ""max"", ""field"": ""Percentage_of_Respondents""}]}",,,
1xj7x49epprmpod7,groupedBar,pending,pending,What is the sum of the difference of number of companies from between domestic market and total market which has a bigger difference than the average difference.,Calculate the yearly difference by subtracting the Domestic market value from the Total market value for each year. Average these yearly differences across all years in the chart. Filter to the years whose difference is greater than that average. Sum the differences for the filtered years.,"{""ops"": [{""op"": ""pairDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""groupA"": ""Total market"", ""groupB"": ""Domestic market"", ""seriesField"": ""Market Type"", ""by"": ""Year"", ""field"": ""Number of companies"", ""signed"": true}], ""ops2"": [{""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Number of companies""}], ""ops3"": [{""op"": ""filter"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 3}, ""field"": ""Number of companies"", ""operator"": "">"", ""value"": ""ref:n2""}], ""ops4"": [{""op"": ""sum"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 4}, ""field"": ""Number of companies""}]}",,,
7iy5s09teyeaybzy,multipleLine,pending,pending,Which year has the closest value with the average value in sum of life expectancy for both genders?,Sum the female and male life expectancy values for each year to create a yearly combined total. Calculate the average of these yearly combined totals across all years shown. Compute the absolute difference between each year’s combined total and that overall average. Select the year with the smallest absolute difference.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""group"": ""female""}], ""ops2"": [{""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Life expectancy at virth in years""}], ""ops3"": [{""op"": ""diffByValue"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 3}, ""targetValue"": ""ref:n2"", ""field"": ""Life expectancy at virth in years"", ""signed"": false}], ""ops4"": [{""op"": ""findExtremum"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 4}, ""which"": ""min"", ""field"": ""Life expectancy at virth in years""}]}",,,
9sdl1j9l1fbhwq09,multipleLine,verified,pending,How many years have higher life expectancy than its average for both genders?,Calculate the average life expectancy across all years for the female series. Calculate the average life expectancy across all years for the male series. Compare each year’s female value to the female average and each year’s male value to the male average. Count the years where both comparisons are above their respective averages.,"{""ops"": [{""op"": ""average"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Life expectancy at birth in years"", ""group"": ""female""}], ""ops2"": [{""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Life expectancy at birth in years"", ""group"": ""male""}], ""ops3"": [{""op"": ""filter"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1""], ""sentenceIndex"": 3}, ""field"": ""Life expectancy at birth in years"", ""operator"": "">"", ""value"": ""ref:n1"", ""group"": ""female""}], ""ops4"": [{""op"": ""filter"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3"", ""n2""], ""sentenceIndex"": 4}, ""field"": ""Life expectancy at birth in years"", ""operator"": "">"", ""value"": ""ref:n2"", ""group"": ""male""}, {""op"": ""count"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n4""], ""sentenceIndex"": 4}}]}",,,2026-05-26T01:34:31.305Z
1g17ep9vho38jvcz,simpleBar,pending,pending,How many continents have a bigger share than the share difference between the continents which have the biggest share and the lowest share?,Find the continent with the highest share and the continent with the lowest share in the chart. Calculate the difference between those two shares. Compare each continent’s share to that difference. Count how many continents have a share greater than the computed difference.,"{""ops"": [{""op"": ""range"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Share of mobile app developers""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Share of mobile app developers"", ""operator"": "">"", ""value"": ""ref:n1""}], ""ops3"": [{""op"": ""count"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}}]}",,,
83hx57gqlkd9sldn,multipleLine,pending,pending,Which year has the 3rd biggest difference between the percentage of bad and good opinion for the years which have more bad opinions than the good ones.,Filter the chart to the years where the Bad percentage is higher than the Good percentage. Calculate the difference (Bad minus Good) for each of those years. Sort these differences from largest to smallest. Select the year associated with the third entry in that sorted list.,"{""ops"": [{""op"": ""pairDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""groupA"": ""Bad"", ""groupB"": ""Good"", ""seriesField"": ""Opinion"", ""by"": ""Year"", ""field"": ""Percentage"", ""signed"": true}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""operator"": "">"", ""value"": 0}], ""ops3"": [{""op"": ""sort"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}, ""field"": ""Percentage"", ""order"": ""desc""}], ""ops4"": [{""op"": ""nth"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 4}, ""n"": 3, ""from"": ""left""}]}",,,
21klhgimadx4zsi9,groupedBar,pending,pending,Which year has the most revenue across all sectors?,Sum the Revenue_Million_Euros values across the three Sector bars within each Year column. Compare these yearly totals across all columns. Select the year with the largest combined total.,,,,2026-05-25T02:04:25
77xb5ug5lhfmkb74,stackedBar,pending,pending,What is the sum of number of employees from Europe region before 2015?,"Treat the Europe region as the four categories Germany, Great Britain, Spain, and Rest of Europe. Filter the chart to the years before 2015 (2011–2014). Sum the Number_of_Employees values across those Europe categories for each of those years. Add the yearly Europe totals to get the overall sum.","{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Year"", ""operator"": ""<"", ""value"": ""2015"", ""group"": [""Germany"", ""Great Britain"", ""Spain"", ""Rest of Europe""]}], ""ops2"": [{""op"": ""sum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Number_of_Employees""}]}",,,
a7byilpdrc3cbjr4,stackedBar,pending,pending,How many countries have the highest percentage of opinions to keep the same and its following higher opinion is to decrease?,"For each country’s stacked bar, compare the three opinion segments and determine whether “Keep the same” is the largest segment. For those countries, compare the “Increase” and “Decrease” segments to see whether “Decrease” is larger than “Increase.” Count the countries that satisfy both conditions.","{""ops"": [{""op"": ""pairDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""groupA"": ""Decrease"", ""groupB"": ""Increase"", ""seriesField"": ""Opinion"", ""by"": ""Country"", ""field"": ""Percentage"", ""signed"": true}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""operator"": "">"", ""value"": 0}], ""ops3"": [{""op"": ""count"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}}]}",,,
7mw5410egrxfi2oy,multipleLine,pending,pending,"What is the average of difference in values except for two years which have the biggest opinion value for favorable and unfavorable, respectively?","Compute the absolute difference between Favorable and Unfavorable for each year shown in the chart. Identify the year with the highest Favorable value and the year with the highest Unfavorable value, and exclude those two years from the set. Average the remaining year-by-year differences.","{""ops"": [{""op"": ""pairDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""groupA"": ""Favorable"", ""groupB"": ""Unfavorable"", ""seriesField"": ""Opinion"", ""by"": ""Year"", ""field"": ""Value"", ""absolute"": true}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 2}, ""which"": ""max"", ""field"": ""Value"", ""group"": ""Favorable""}, {""op"": ""findExtremum"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [], ""sentenceIndex"": 2}, ""which"": ""max"", ""field"": ""Value"", ""group"": ""Unfavorable""}], ""ops3"": [{""op"": ""average"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n1"", ""n2"", ""n3""], ""sentenceIndex"": 3}, ""field"": ""Value""}]}",,,
1hlsoeyqlr1r1n41,simpleBar,pending,pending,How many regions have the smaller revenue than the average of revenue across regions except for the one with the highest revenue?,Exclude the region with the tallest bar from the set of regions. Calculate the average revenue of the remaining regions. Compare each region’s revenue against that average. Count the regions whose bars fall below the computed average.,"{""ops"": [{""op"": ""findExtremum"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""which"": ""max"", ""field"": ""Revenue in million US dollars""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Revenue in million US dollars"", ""operator"": ""!="", ""value"": ""ref:n1""}, {""op"": ""average"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 2}, ""field"": ""Revenue in million US dollars""}], ""ops3"": [{""op"": ""filter"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n2"", ""n3""], ""sentenceIndex"": 3}, ""field"": ""Revenue in million US dollars"", ""operator"": ""<"", ""value"": ""ref:n3""}], ""ops4"": [{""op"": ""count"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n4""], ""sentenceIndex"": 4}}]}",,,
90tonvacpe7zniv9,stackedBar,pending,pending,Which perception has the biggest share across the royal figures whose gender is female?,"Treat the female royal figures as Meghan, Duchess of Sussex and Catherine, Duchess of Cambridge. Add the Share_of_Respondents values across those two figures for each Perception category. Compare the resulting totals across perceptions. Select the perception with the largest combined total.",,,,2026-05-25T02:04:25
ae2xp7bacbbs0kmx,simpleLine,pending,pending,How many months have a lower index than the average of index across the years?,Calculate the average of the Index (2010=100) values across all months shown in the chart. Compare each month’s index value to that overall average. Count the months whose index value is below the average.,"{""ops"": [{""op"": ""average"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Index (2010=100)""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Index (2010=100)"", ""operator"": ""<"", ""value"": ""ref:n1""}], ""ops3"": [{""op"": ""count"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}}]}",,,
1g95in84ywix6pcf,simpleBar,pending,pending,"Which creator has the 2nd biggest number of subscribers within creators starting with alphabet ""a""?",Filter the bars to creators whose names start with the letter “a”. Compare the subscriber values among those filtered creators. Select the creator with the second-highest subscriber value in that subset.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Creator"", ""include"": [""Amixem"", ""Andy""]}], ""ops2"": [{""op"": ""sort"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Number of subscribers in thousands"", ""order"": ""desc""}], ""ops3"": [{""op"": ""nth"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}, ""n"": 2, ""from"": ""left""}]}",,,
9r3kyy2jo2o66msh,simpleLine,pending,pending,Which month has the biggest increasing rate in number of femicides comparing with the previous month except for april?,Compute the month-to-month change in the Number of femicides by subtracting each month’s value from the previous month’s value. Exclude April from consideration as specified. Compare the remaining positive changes to find the largest increase. Select the month associated with that largest increase.,"{""ops"": [{""op"": ""lagDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Number of femicides""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Month"", ""operator"": ""!="", ""value"": ""April""}], ""ops3"": [{""op"": ""findExtremum"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}, ""which"": ""max"", ""field"": ""Number of femicides""}]}",,,
1bv05pu9d8jnidty,simpleBar,pending,pending,What is the average value up to before 2026?,Filter the chart to the years earlier than 2026. Sum the “National debt in billion US dollars” values for those years. Count how many years are included in that filtered set. Divide the sum by the count to get the average.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Year"", ""operator"": ""<"", ""value"": ""2026""}], ""ops2"": [{""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""National debt in billion US dollars""}]}",,,
2mi8b2r0oalayl6g,stackedBar,pending,pending,Which year has the smallest sum of golf wear and golf gear?,Locate the two stacked segments labeled Footjoy golf wear and Titleist golf gear for each year. Add those two segment values within each year to get a yearly combined total. Compare the combined totals across all years. Select the year with the minimum combined total.,,,,2026-05-25T02:04:25
82aqt0k0jnbj3irf,simpleLine,pending,pending,Which year is the median number of enterprises?,Sort the years by the “Number of enterprises” values from smallest to largest. Locate the middle value in this ordered list since there are nine total years. Read off the year associated with that middle value.,"{""ops"": [{""op"": ""sort"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Number of enterprises"", ""order"": ""asc""}], ""ops2"": [{""op"": ""nth"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""n"": 5, ""from"": ""left""}]}",,,
1jatwi94v2d8cr9u,groupedBar,pending,pending,What is the difference between the yearly sum of the digital market and the annual sum of the package market?,Sum the Digital market values across all years shown in the chart. Sum the Package market values across all years shown in the chart. Subtract the package-market total from the digital-market total.,"{""ops"": [{""op"": ""sum"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Value in billion US dollars"", ""group"": ""Digital market""}], ""ops2"": [{""op"": ""sum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Value in billion US dollars"", ""group"": ""Package market""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n1"", ""targetB"": ""ref:n2"", ""signed"": true}]}",,,
2bhsybiilde28j87,stackedBar,pending,pending,What is the average percentage of non-black races that they answered very interested?,Filter the chart to the “Very interested” segments for the non-Black race categories. Read the Share_of_Respondents values for those segments and convert them to percentages. Average those percentages across the selected races.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Race_Ethnicity"", ""operator"": ""!="", ""value"": ""Black"", ""group"": ""Very interested""}], ""ops2"": [{""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Share_of_Respondents""}]}",,,
